title,url,tags,description,annotations
"María I de Inglaterra - Wikipedia, la enciclopedia libre","http://es.wikipedia.org/wiki/Mar%C3%ADa_I_de_Inglaterra","","","Highlight: <b>María I</b><sup id=""cite_ref-7"" class=""reference separada""><a href=""#cite_note-7""><span class=""corchete-llamada"">[</span>b<span class=""corchete-llamada"">]</span></a></sup>​ (<a href=""/wiki/18_de_febrero"" title=""18 de febrero"">18 de febrero</a> de <a href=""/wiki/1516"" title=""1516"">1516</a>-<a href=""/wiki/17_de_noviembre"" title=""17 de noviembre"">17 de noviembre</a> de <a href=""/wiki/1558"" title=""1558"">1558</a>) fue <a href=""/wiki/Anexo:Monarcas_brit%C3%A1nicos"" title=""Anexo:Monarcas británicos"">reina de Inglaterra</a> e <a href=""/wiki/Monarqu%C3%ADa_de_Irlanda"" title=""Monarquía de Irlanda"">Irlanda</a> desde el 6/19 de julio
Sticky note: ¿Cuándo nació María I, reina de Inglaterra?
Highlight: Fue la única hija de <a href=""/wiki/Enrique_VIII_de_Inglaterra"" title=""Enrique VIII de Inglaterra"">Enrique VIII</a> con su primera esposa —<a href=""/wiki/Catalina_de_Arag%C3%B3n"" title=""Catalina de Aragón"">Catalina de Aragón</a>—
Sticky note: ¿De quién fue hija María I, reina de Inglaterra e Irlanda?"
